date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:38	117287/117287	---M--	200	added ('OK')	text/html	etag:%225f5b6846-1ca27%22	https://eloquentjavascript.net/04_data.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/04_data.html	(from https://eloquentjavascript.net/)
23:04:39	68519/68519	---M--	200	added ('OK')	text/html	etag:%225f5b6846-10ba7%22	https://eloquentjavascript.net/05_higher_order.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/05_higher_order.html	(from https://eloquentjavascript.net/)
23:04:40	92487/92487	---M--	200	added ('OK')	text/html	etag:%226040e5b4-16947%22	https://eloquentjavascript.net/06_object.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/06_object.html	(from https://eloquentjavascript.net/)
23:04:40	53014/53014	---M--	200	added ('OK')	text/html	etag:%225f5b6847-cf16%22	https://eloquentjavascript.net/07_robot.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/07_robot.html	(from https://eloquentjavascript.net/)
23:04:41	64816/64816	---M--	200	added ('OK')	text/html	etag:%225f5b6847-fd30%22	https://eloquentjavascript.net/08_error.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/08_error.html	(from https://eloquentjavascript.net/)
23:04:43	102297/102297	---M--	200	added ('OK')	text/html	etag:%225f5b6847-18f99%22	https://eloquentjavascript.net/09_regexp.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/09_regexp.html	(from https://eloquentjavascript.net/)
23:04:44	57435/57435	---M--	200	added ('OK')	text/html	etag:%225f5b6847-e05b%22	https://eloquentjavascript.net/10_modules.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/10_modules.html	(from https://eloquentjavascript.net/)
23:04:45	105151/105151	---M--	200	added ('OK')	text/html	etag:%225f5b6847-19abf%22	https://eloquentjavascript.net/11_async.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/11_async.html	(from https://eloquentjavascript.net/)
23:04:46	64996/64996	---M--	200	added ('OK')	text/html	etag:%225f5b6848-fde4%22	https://eloquentjavascript.net/12_language.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/12_language.html	(from https://eloquentjavascript.net/)
23:04:46	30141/30141	---M--	200	added ('OK')	text/html	etag:%225f5b6848-75bd%22	https://eloquentjavascript.net/13_browser.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/13_browser.html	(from https://eloquentjavascript.net/)
23:04:48	95640/95640	---M--	200	added ('OK')	text/html	etag:%225f5b6848-17598%22	https://eloquentjavascript.net/14_dom.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/14_dom.html	(from https://eloquentjavascript.net/)
23:04:48	90302/90302	---M--	200	added ('OK')	text/html	etag:%225feae06e-160be%22	https://eloquentjavascript.net/15_event.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/15_event.html	(from https://eloquentjavascript.net/)
23:04:50	125518/125518	---M--	200	added ('OK')	text/html	etag:%2260546732-1ea4e%22	https://eloquentjavascript.net/16_game.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/16_game.html	(from https://eloquentjavascript.net/)
23:04:51	123837/123837	---M--	200	added ('OK')	text/html	etag:%225f5b6849-1e3bd%22	https://eloquentjavascript.net/17_canvas.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/17_canvas.html	(from https://eloquentjavascript.net/)
23:04:52	110321/110321	---M--	200	added ('OK')	text/html	etag:%225f5b6849-1aef1%22	https://eloquentjavascript.net/18_http.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/18_http.html	(from https://eloquentjavascript.net/)
23:04:53	120571/120571	---M--	200	added ('OK')	text/html	etag:%225f5b6849-1d6fb%22	https://eloquentjavascript.net/19_paint.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/19_paint.html	(from https://eloquentjavascript.net/)
23:04:54	82007/82007	---M--	200	added ('OK')	text/html	etag:%22615ab9f5-14057%22	https://eloquentjavascript.net/20_node.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/20_node.html	(from https://eloquentjavascript.net/)
23:04:54	89909/89909	---M--	200	added ('OK')	text/html	etag:%225f5b684a-15f35%22	https://eloquentjavascript.net/21_skillsharing.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/21_skillsharing.html	(from https://eloquentjavascript.net/)
23:04:55	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Jan%202022%2012:34:55%20GMT	https://eloquentjavascript.net/code	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/code	(from https://eloquentjavascript.net/)
23:04:56	2427/2427	---M--	200	added ('OK')	text/html	etag:%225a940ff5-97b%22	https://eloquentjavascript.net/code/	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/code/index.html	(from https://eloquentjavascript.net/)
23:04:56	5122/5122	---M--	200	added ('OK')	text/html	etag:%22615ab9f3-1402%22	https://eloquentjavascript.net/errata.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/errata.html	(from https://eloquentjavascript.net/)
23:05:00	2263603/2263603	---M--	200	added ('OK')	application/pdf	etag:%22615aba10-228a33%22	https://eloquentjavascript.net/Eloquent_JavaScript.pdf	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/Eloquent_JavaScript.pdf	(from https://eloquentjavascript.net/)
23:05:01	2372258/2372258	---M--	200	added ('OK')	application/pdf	etag:%22615aba2a-2432a2%22	https://eloquentjavascript.net/Eloquent_JavaScript_small.pdf	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/Eloquent_JavaScript_small.pdf	(from https://eloquentjavascript.net/)
23:05:02	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Jan%202022%2012:35:02%20GMT	https://eloquentjavascript.net/1st_edition	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/1st_edition	(from https://eloquentjavascript.net/)
23:05:03	2265039/2265039	---M--	200	added ('OK')	application/octet-stream	etag:%22615aba4b-228fcf%22	https://eloquentjavascript.net/Eloquent_JavaScript.mobi	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/Eloquent_JavaScript.mobi	(from https://eloquentjavascript.net/)
23:05:03	3962/3962	---M--	200	added ('OK')	text/html	etag:%225a93e0ec-f7a%22	https://eloquentjavascript.net/1st_edition/	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/1st_edition/index.html	(from https://eloquentjavascript.net/)
23:05:04	1838806/1838806	---M--	200	added ('OK')	application/octet-stream	etag:%22615aba2b-1c0ed6%22	https://eloquentjavascript.net/Eloquent_JavaScript.epub	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/Eloquent_JavaScript.epub	(from https://eloquentjavascript.net/)
23:05:04	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Jan%202022%2012:35:04%20GMT	https://eloquentjavascript.net/2nd_edition	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/2nd_edition.27.delayed	(from https://eloquentjavascript.net/)
23:05:05	5981/5981	---M--	200	added ('OK')	text/html	etag:%225a9d09dc-175d%22	https://eloquentjavascript.net/2nd_edition/	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/2nd_edition/index.html	(from https://eloquentjavascript.net/)
23:05:05	6365/6365	---M--	200	added ('OK')	text/html	etag:%22603f40b6-18dd%22	https://eloquentjavascript.net/index.html	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/index-2.html	(from https://eloquentjavascript.net/backers3.html)
23:05:06	17626/17626	---M--	200	added ('OK')	image/png	etag:%2259edf878-44da%22	https://eloquentjavascript.net/img/mozilla.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/mozilla.png	(from https://eloquentjavascript.net/backers.html)
23:05:07	14837/14837	---M--	200	added ('OK')	image/png	etag:%2259edf878-39f5%22	https://eloquentjavascript.net/img/hack_reactor.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/hack_reactor.png	(from https://eloquentjavascript.net/backers.html)
23:05:09	30234/30234	---M--	200	added ('OK')	image/png	etag:%2259edf878-761a%22	https://eloquentjavascript.net/img/ghostery.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/ghostery.png	(from https://eloquentjavascript.net/backers.html)
23:05:09	8542/8542	---M--	200	added ('OK')	text/css	etag:%221dc09d84-215e%22	https://eloquentjavascript.net/js/node_modules/codemirror/lib/codemirror.css	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/js/node_modules/codemirror/lib/codemirror.css	(from https://eloquentjavascript.net/00_intro.html)
23:05:11	310267/310267	---M--	200	added ('OK')	application/javascript	etag:%225afdab98-4bbfb%22	https://eloquentjavascript.net/js/acorn_codemirror.js	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/js/acorn_codemirror.js	(from https://eloquentjavascript.net/00_intro.html)
23:05:11	22638/22638	---M--	200	added ('OK')	application/javascript	etag:%225cf7bcb3-586e%22	https://eloquentjavascript.net/js/sandbox.js	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/js/sandbox.js	(from https://eloquentjavascript.net/00_intro.html)
23:05:12	8552/8552	---M--	200	added ('OK')	application/javascript	etag:%225c32fac5-2168%22	https://eloquentjavascript.net/js/ejs.js	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/js/ejs.js	(from https://eloquentjavascript.net/00_intro.html)
23:05:13	17489/17489	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-4451%22	https://eloquentjavascript.net/img/chapter_picture_00.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_00.jpg	(from https://eloquentjavascript.net/00_intro.html)
23:05:14	62684/62684	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-f4dc%22	https://eloquentjavascript.net/img/chapter_picture_1.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_1.jpg	(from https://eloquentjavascript.net/01_values.html)
23:05:15	34739/34739	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-87b3%22	https://eloquentjavascript.net/img/chapter_picture_2.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_2.jpg	(from https://eloquentjavascript.net/02_program_structure.html)
23:05:16	6145/6145	---M--	200	added ('OK')	image/png	etag:%2259edf878-1801%22	https://eloquentjavascript.net/img/prompt.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/prompt.png	(from https://eloquentjavascript.net/02_program_structure.html)
23:05:17	2474/2474	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-9aa%22	https://eloquentjavascript.net/img/controlflow-straight.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/controlflow-straight.svg	(from https://eloquentjavascript.net/02_program_structure.html)
23:05:18	5464/5464	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-1558%22	https://eloquentjavascript.net/img/controlflow-if.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/controlflow-if.svg	(from https://eloquentjavascript.net/02_program_structure.html)
23:05:19	6489/6489	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-1959%22	https://eloquentjavascript.net/img/controlflow-nested-if.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/controlflow-nested-if.svg	(from https://eloquentjavascript.net/02_program_structure.html)
23:05:20	5145/5145	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-1419%22	https://eloquentjavascript.net/img/controlflow-loop.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/controlflow-loop.svg	(from https://eloquentjavascript.net/02_program_structure.html)
23:05:22	49660/49660	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-c1fc%22	https://eloquentjavascript.net/img/chapter_picture_3.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_3.jpg	(from https://eloquentjavascript.net/03_functions.html)
23:05:22	23307/23307	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-5b0b%22	https://eloquentjavascript.net/img/chapter_picture_4.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_4.jpg	(from https://eloquentjavascript.net/04_data.html)
23:05:23	4575/4575	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-11df%22	https://eloquentjavascript.net/img/pizza-squirrel.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/pizza-squirrel.svg	(from https://eloquentjavascript.net/04_data.html)
23:05:24	7131/7131	---M--	200	added ('OK')	application/javascript	etag:%225bb9107a-1bdb%22	https://eloquentjavascript.net/code/journal.js	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/code/journal.js	(from https://eloquentjavascript.net/04_data.html)
23:05:25	1640/1640	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-668%22	https://eloquentjavascript.net/img/linked-list.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/linked-list.svg	(from https://eloquentjavascript.net/04_data.html)
23:05:26	1028/1028	---M--	200	added ('OK')	application/javascript	etag:%225f5b6846-404%22	https://eloquentjavascript.net/code/chapter/05_higher_order.js	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/code/chapter/05_higher_order.js	(from https://eloquentjavascript.net/05_higher_order.html)
23:05:27	26086/26086	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-65e6%22	https://eloquentjavascript.net/img/chapter_picture_5.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_5.jpg	(from https://eloquentjavascript.net/05_higher_order.html)
23:05:28	23533/23533	---M--	200	added ('OK')	image/png	etag:%2259edf878-5bed%22	https://eloquentjavascript.net/img/tamil.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/tamil.png	(from https://eloquentjavascript.net/05_higher_order.html)
23:05:29	27982/27982	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-6d4e%22	https://eloquentjavascript.net/img/chapter_picture_6.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_6.jpg	(from https://eloquentjavascript.net/06_object.html)
23:05:30	2368/2368	---M--	200	added ('OK')	image/svg+xml	etag:%225ae33166-940%22	https://eloquentjavascript.net/img/rabbits.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/rabbits.svg	(from https://eloquentjavascript.net/06_object.html)
23:05:31	20758/20758	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-5116%22	https://eloquentjavascript.net/img/chapter_picture_7.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_7.jpg	(from https://eloquentjavascript.net/07_robot.html)
23:05:32	20935/20935	---M--	200	added ('OK')	image/png	etag:%225a159524-51c7%22	https://eloquentjavascript.net/img/village2x.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/village2x.png	(from https://eloquentjavascript.net/07_robot.html)
23:05:33	15702/15702	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-3d56%22	https://eloquentjavascript.net/img/chapter_picture_8.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_8.jpg	(from https://eloquentjavascript.net/08_error.html)
23:05:34	26842/26842	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-68da%22	https://eloquentjavascript.net/img/chapter_picture_9.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_9.jpg	(from https://eloquentjavascript.net/09_regexp.html)
23:05:35	9910/9910	---M--	200	added ('OK')	image/svg+xml	etag:%225a8ae7bc-26b6%22	https://eloquentjavascript.net/img/re_pigchickens.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/re_pigchickens.svg	(from https://eloquentjavascript.net/09_regexp.html)
23:05:36	7527/7527	---M--	200	added ('OK')	image/svg+xml	etag:%225a8ae7bc-1d67%22	https://eloquentjavascript.net/img/re_number.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/re_number.svg	(from https://eloquentjavascript.net/09_regexp.html)
23:05:37	5509/5509	---M--	200	added ('OK')	image/svg+xml	etag:%225a8ae7bc-1585%22	https://eloquentjavascript.net/img/re_slow.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/re_slow.svg	(from https://eloquentjavascript.net/09_regexp.html)
23:05:39	33013/33013	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-80f5%22	https://eloquentjavascript.net/img/chapter_picture_10.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_10.jpg	(from https://eloquentjavascript.net/10_modules.html)
23:05:39	24098/24098	---M--	200	added ('OK')	image/jpeg	etag:%225ac38588-5e22%22	https://eloquentjavascript.net/img/chapter_picture_11.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_11.jpg	(from https://eloquentjavascript.net/11_async.html)
23:05:40	2612/2612	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-a34%22	https://eloquentjavascript.net/img/control-io.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/control-io.svg	(from https://eloquentjavascript.net/11_async.html)
23:05:43	376623/376623	---M--	200	added ('OK')	image/png	etag:%225a788ba2-5bf2f%22	https://eloquentjavascript.net/img/Hieres-sur-Amby.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/Hieres-sur-Amby.png	(from https://eloquentjavascript.net/11_async.html)
23:05:44	17937/17937	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-4611%22	https://eloquentjavascript.net/img/chapter_picture_12.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_12.jpg	(from https://eloquentjavascript.net/12_language.html)
23:05:44	4798/4798	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-12be%22	https://eloquentjavascript.net/img/syntax_tree.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/syntax_tree.svg	(from https://eloquentjavascript.net/12_language.html)
23:05:47	33971/33971	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-84b3%22	https://eloquentjavascript.net/img/chapter_picture_13.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_13.jpg	(from https://eloquentjavascript.net/13_browser.html)
23:05:47	28971/28971	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-712b%22	https://eloquentjavascript.net/img/chapter_picture_14.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_14.jpg	(from https://eloquentjavascript.net/14_dom.html)
23:05:48	2207/2207	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-89f%22	https://eloquentjavascript.net/img/html-boxes.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/html-boxes.svg	(from https://eloquentjavascript.net/14_dom.html)
23:05:49	6506/6506	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-196a%22	https://eloquentjavascript.net/img/html-tree.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/html-tree.svg	(from https://eloquentjavascript.net/14_dom.html)
23:05:50	4361/4361	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-1109%22	https://eloquentjavascript.net/img/html-links.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/html-links.svg	(from https://eloquentjavascript.net/14_dom.html)
23:05:51	2411/2411	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-96b%22	https://eloquentjavascript.net/img/cos_sin.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/cos_sin.svg	(from https://eloquentjavascript.net/14_dom.html)
23:05:52	16624/16624	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-40f0%22	https://eloquentjavascript.net/img/chapter_picture_15.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_15.jpg	(from https://eloquentjavascript.net/15_event.html)
23:05:53	21599/21599	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-545f%22	https://eloquentjavascript.net/img/chapter_picture_16.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_16.jpg	(from https://eloquentjavascript.net/16_game.html)
23:05:54	4920/4920	---M--	200	added ('OK')	image/png	etag:%2259edf878-1338%22	https://eloquentjavascript.net/img/darkblue.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/darkblue.png	(from https://eloquentjavascript.net/16_game.html)
23:05:55	1212/1212	---M--	200	added ('OK')	image/svg+xml	etag:%2259edf878-4bc%22	https://eloquentjavascript.net/img/game-grid.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/game-grid.svg	(from https://eloquentjavascript.net/16_game.html)
23:05:56	17380/17380	---M--	200	added ('OK')	application/javascript	etag:%225aa145bd-43e4%22	https://eloquentjavascript.net/code/levels.js	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/code/levels.js	(from https://eloquentjavascript.net/17_canvas.html)
23:05:57	27283/27283	---M--	200	added ('OK')	image/jpeg	etag:%225af011f6-6a93%22	https://eloquentjavascript.net/img/chapter_picture_17.jpg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/chapter_picture_17.jpg	(from https://eloquentjavascript.net/17_canvas.html)
23:05:58	2696/2696	---M--	200	added ('OK')	image/png	etag:%2259edf878-a88%22	https://eloquentjavascript.net/img/player_big.png	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/player_big.png	(from https://eloquentjavascript.net/17_canvas.html)
23:05:59	2684/2684	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-a7c%22	https://eloquentjavascript.net/img/transform.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/transform.svg	(from https://eloquentjavascript.net/17_canvas.html)
23:06:00	2203/2203	---M--	200	added ('OK')	image/svg+xml	etag:%225a933877-89b%22	https://eloquentjavascript.net/img/mirror.svg	/Users/pascaleaugusts/websites/Eloquenst%20JS/eloquentjavascript.net/img/mirror.svg	(from https://eloquentjavascript.net/17_canvas.html)
